2.000000000000000e-07	4.946155e+00
2.626124690519196e-07	4.879406e+00
3.797999690519196e-07	4.756888e+00
6.030142547662057e-07	4.533134e+00
8.262285404804919e-07	4.318827e+00
1.049442826194778e-06	4.113966e+00
1.272657111909064e-06	3.918551e+00
1.495871397623350e-06	3.732582e+00
1.719085683337636e-06	3.556059e+00
1.942299969051922e-06	3.388982e+00
2.349666040480495e-06	3.106758e+00
2.757032111909067e-06	2.844147e+00
3.164398183337640e-06	2.601150e+00
3.571764254766212e-06	2.377765e+00
3.979130326194784e-06	2.173994e+00
4.386496397623358e-06	1.989837e+00
4.793862469051929e-06	1.825292e+00
5.212389254766216e-06	1.669433e+00
5.630916040480503e-06	1.524635e+00
6.049442826194790e-06	1.390899e+00
6.467969611909077e-06	1.268225e+00
6.886496397623364e-06	1.156613e+00
7.305023183337650e-06	1.056063e+00
7.723549969051937e-06	9.665738e-01
8.142076754766223e-06	8.840403e-01
8.560603540480511e-06	8.073643e-01
8.979130326194797e-06	7.365460e-01
9.397657111909084e-06	6.715854e-01
9.816183897623372e-06	6.124824e-01
1.023471068333766e-05	5.592370e-01
1.065323746905194e-05	5.118492e-01
1.107176425476623e-05	4.681445e-01
1.149029104048052e-05	4.275416e-01
1.190881782619481e-05	3.900406e-01
1.232734461190909e-05	3.556414e-01
1.274587139762338e-05	3.243440e-01
1.316439818333767e-05	2.961485e-01
1.358292496905195e-05	2.710549e-01
1.395679283061596e-05	2.502184e-01
1.433066069217997e-05	2.307352e-01
1.470452855374397e-05	2.126053e-01
1.507839641530798e-05	1.958288e-01
1.545226427687199e-05	1.804055e-01
1.582613213843599e-05	1.663356e-01
1.620000000000000e-05	1.536189e-01
